Gene ID	source_id	Product Description	Gene Name or Symbol	Ortholog count	Paralog count	Tet- Cont (CDS only)	BFd3 (CDS only)	BFd6 (CDS only)	PF (CDS only)	BFd3/Tet- (CDS only)	BFd6/Tet- (CDS only)	PF/Tet- (CDS only)	Tet- Cont (CDS+UTR)	BFd3 (CDS+UTR)	BFd6 (CDS+UTR)	PF (CDS+UTR)	BFd3/Tet- (CDS+UTR)	BFd6/Tet- (CDS+UTR)	PF/Tet- (CDS+UTR)	Organism	# Exons in Gene	# Exons in Transcript	# Transcripts	Annotated 3' UTR length	Annotated 5' UTR length	Gene Strand	Gene Type	Is Pseudo	Transcript Length	Apollo Product Description	Deprecated?	Previous ID(s)	Transcript Product Description
LdBPK_010810.1	LdBPK_010810.1.1	hypothetical protein, conserved	N/A	35	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1593	None	No	N/A	hypothetical protein, conserved
LdBPK_013340.1	LdBPK_013340.1.1	hypothetical protein, conserved (fragment)	N/A	115	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1803	None	No	N/A	hypothetical protein, conserved (fragment)
LdBPK_013350.1	LdBPK_013350.1.1	hypothetical protein, conserved (fragment)	N/A	115	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	303	None	No	N/A	hypothetical protein, conserved (fragment)
LdBPK_020060.1	LdBPK_020060.1.1	hypothetical protein, conserved	N/A	57	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	945	None	No	N/A	hypothetical protein, conserved
LdBPK_020080.1	LdBPK_020080.1.1	hypothetical protein, conserved	N/A	24	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2754	None	No	N/A	hypothetical protein, conserved
LdBPK_020140.1	LdBPK_020140.1.1	phosphoglycan beta 1,3 galactosyltransferase, putative (fragment)	N/A	141	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	3	2	1	N/A	N/A	reverse	protein coding gene	No	1905	None	No	N/A	phosphoglycan beta 1,3 galactosyltransferase, putative (fragment)
LdBPK_020150.1	LdBPK_020150.1.1	phosphoglycan beta 1,3 galactosyltransferase, putative (fragment)	N/A	141	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	2	2	1	N/A	N/A	reverse	protein coding gene	No	1716	None	No	N/A	phosphoglycan beta 1,3 galactosyltransferase, putative (fragment)
LdBPK_020160.1	LdBPK_020160.1.1	phosphoglycan beta 1,3 galactosyltransferase, putative (fragment)	N/A	141	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	2	2	1	N/A	N/A	reverse	protein coding gene	No	1107	None	No	N/A	phosphoglycan beta 1,3 galactosyltransferase, putative (fragment)
LdBPK_020180.1	LdBPK_020180.1.1	phosphoglycan beta 1,3 galactosyltransferase, putative (fragment)	N/A	141	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	2	2	1	N/A	N/A	reverse	protein coding gene	No	1470	None	No	N/A	phosphoglycan beta 1,3 galactosyltransferase, putative (fragment)
LdBPK_020200.1	LdBPK_020200.1.1	phosphoglycan beta 1,3 galactosyltransferase	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2982	None	No	N/A	phosphoglycan beta 1,3 galactosyltransferase
LdBPK_020270.1	LdBPK_020270.1.1	ABC1 transporter, putative	N/A	557	9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	7998	None	No	N/A	ABC1 transporter, putative
LdBPK_020280.1	LdBPK_020280.1.1	Soluble NSF attachment protein, SNAP, putative	N/A	65	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2073	None	No	N/A	Soluble NSF attachment protein, SNAP, putative
LdBPK_020300.1	LdBPK_020300.1.1	glycosyl transferase, putative	N/A	43	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	4620	None	No	N/A	glycosyl transferase, putative
LdBPK_020310.1	LdBPK_020310.1.1	UAA transporter family, putative	N/A	31	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2928	None	No	N/A	UAA transporter family, putative
LdBPK_020320.1	LdBPK_020320.1.1	hypothetical protein, conserved	N/A	34	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3186	None	No	N/A	hypothetical protein, conserved
LdBPK_020380.1	LdBPK_020380.1.1	Kinetoplastid RNA editing protein 1, putative (fragment)	KREPA1	67	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1839	None	No	N/A	Kinetoplastid RNA editing protein 1, putative (fragment)
LdBPK_020390.1	LdBPK_020390.1.1	hypothetical protein, conserved	N/A	62	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3060	None	No	N/A	hypothetical protein, conserved
LdBPK_020400.1	LdBPK_020400.1.1	rhomboid-like protein	N/A	65	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1113	None	No	N/A	rhomboid-like protein
LdBPK_020420.1	LdBPK_020420.1.1	voltage-dependent anion-selective channel, putative	N/A	34	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	834	None	No	N/A	voltage-dependent anion-selective channel, putative
LdBPK_020440.1	LdBPK_020440.1.1	hypothetical protein, unknown function	N/A	31	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	10752	None	No	N/A	hypothetical protein, unknown function
LdBPK_020450.1	LdBPK_020450.1.1	hypothetical protein, conserved	N/A	35	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	675	None	No	N/A	hypothetical protein, conserved
LdBPK_020460.1	LdBPK_020460.1.1	hypothetical protein, conserved	N/A	35	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2130	None	No	N/A	hypothetical protein, conserved
LdBPK_020480.1	LdBPK_020480.1.1	hypothetical protein, conserved	N/A	36	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	513	None	No	N/A	hypothetical protein, conserved
LdBPK_020490.1	LdBPK_020490.1.1	hypothetical protein, conserved	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	6330	None	No	N/A	hypothetical protein, conserved
LdBPK_020500.1	LdBPK_020500.1.1	hypothetical protein, conserved	N/A	32	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2592	None	No	N/A	hypothetical protein, conserved
LdBPK_020540.1	LdBPK_020540.1.1	protein kinase, putative	N/A	66	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2946	None	No	N/A	protein kinase, putative
LdBPK_020690.1	LdBPK_020690.1.1	hypothetical protein, unknown function	N/A	29	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	243	None	No	N/A	hypothetical protein, unknown function
LdBPK_030110.1	LdBPK_030110.1.1	hypothetical protein, conserved	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2778	None	No	N/A	hypothetical protein, conserved
LdBPK_030160.1	LdBPK_030160.1.1	hypothetical protein	N/A	55	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	579	None	No	N/A	hypothetical protein
LdBPK_030170.1	LdBPK_030170.1.1	zinc-finger of acetyl-transferase ESCO, putative	N/A	32	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2184	None	No	N/A	zinc-finger of acetyl-transferase ESCO, putative
LdBPK_030250.1	LdBPK_030250.1.1	hypothetical protein, conserved	N/A	32	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	909	None	No	N/A	hypothetical protein, conserved
LdBPK_030260.1	LdBPK_030260.1.1	FYVE zinc finger/Apolipoprotein A1/A4/E domain containing protein, putative	N/A	59	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	690	None	No	N/A	FYVE zinc finger/Apolipoprotein A1/A4/E domain containing protein, putative
LdBPK_030270.1	LdBPK_030270.1.1	hypothetical protein	N/A	30	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	3006	None	No	N/A	hypothetical protein
LdBPK_030290.1	LdBPK_030290.1.1	hypothetical protein	N/A	29	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	6234	None	No	N/A	hypothetical protein
LdBPK_030330.1	LdBPK_030330.1.1	protein kinase, putative	N/A	72	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	4365	None	No	N/A	protein kinase, putative
LdBPK_030340.1	LdBPK_030340.1.1	hypothetical protein	N/A	24	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	4956	None	No	N/A	hypothetical protein
LdBPK_030360.1	LdBPK_030360.1.1	GPR1/FUN34/yaaH family, putative	N/A	148	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	696	None	No	N/A	GPR1/FUN34/yaaH family, putative
LdBPK_030400.1	LdBPK_030400.1.1	hypothetical protein, conserved	N/A	32	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	5007	None	No	N/A	hypothetical protein, conserved
LdBPK_030430.1	LdBPK_030430.1.1	TLD domain protein, conserved	N/A	37	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	5076	None	No	N/A	TLD domain protein, conserved
LdBPK_030440.1	LdBPK_030440.1.1	hypothetical protein	N/A	32	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	3174	None	No	N/A	hypothetical protein
LdBPK_030450.1	LdBPK_030450.1.1	hypothetical protein, conserved	N/A	66	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2874	None	No	N/A	hypothetical protein, conserved
LdBPK_030470.1	LdBPK_030470.1.1	hypothetical protein, conserved	N/A	67	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	3075	None	No	N/A	hypothetical protein, conserved
LdBPK_030490.1	LdBPK_030490.1.1	hypothetical protein, conserved	N/A	32	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	7893	None	No	N/A	hypothetical protein, conserved
LdBPK_030530.1	LdBPK_030530.1.1	hypothetical protein, conserved	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	4335	None	No	N/A	hypothetical protein, conserved
LdBPK_030540.1	LdBPK_030540.1.1	hypothetical protein	N/A	34	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2148	None	No	N/A	hypothetical protein
LdBPK_030630.1	LdBPK_030630.1.1	hypothetical protein	N/A	67	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2670	None	No	N/A	hypothetical protein
LdBPK_030680.1	LdBPK_030680.1.1	hypothetical protein, conserved	N/A	68	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	8664	None	No	N/A	hypothetical protein, conserved
LdBPK_030690.1	LdBPK_030690.1.1	Aminoacyl-tRNA editing domain containing protein, putative	N/A	50	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	690	None	No	N/A	Aminoacyl-tRNA editing domain containing protein, putative
LdBPK_030700.1	LdBPK_030700.1.1	hypothetical protein, conserved	N/A	66	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3321	None	No	N/A	hypothetical protein, conserved
LdBPK_030710.1	LdBPK_030710.1.1	hypothetical protein, conserved	N/A	64	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1215	None	No	N/A	hypothetical protein, conserved
LdBPK_030730.1	LdBPK_030730.1.1	TatD related DNase, putative	N/A	53	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2151	None	No	N/A	TatD related DNase, putative
LdBPK_030760.1	LdBPK_030760.1.1	serine/threonine-protein kinase, putative	N/A	28	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	9483	None	No	Previous IDs: LdBPK_030770.1;LdBPK_030770.1.1:pep	serine/threonine-protein kinase, putative
LdBPK_030790.1	LdBPK_030790.1.1	6-phosphofructo-2-kinase 1	N/A	137	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	7182	None	No	N/A	6-phosphofructo-2-kinase 1
LdBPK_030800.1	LdBPK_030800.1.1	hypothetical protein	N/A	34	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3282	None	No	N/A	hypothetical protein
