Gene ID	source_id	Product Description	Gene Name or Symbol	Ortholog count	Paralog count	Tet- Cont (CDS only)	BFd3 (CDS only)	BFd6 (CDS only)	PF (CDS only)	BFd3/Tet- (CDS only)	BFd6/Tet- (CDS only)	PF/Tet- (CDS only)	Tet- Cont (CDS+UTR)	BFd3 (CDS+UTR)	BFd6 (CDS+UTR)	PF (CDS+UTR)	BFd3/Tet- (CDS+UTR)	BFd6/Tet- (CDS+UTR)	PF/Tet- (CDS+UTR)	Organism	# Exons in Gene	# Exons in Transcript	# Transcripts	Annotated 3' UTR length	Annotated 5' UTR length	Gene Strand	Gene Type	Is Pseudo	Transcript Length	Apollo Product Description	Deprecated?	Previous ID(s)	Transcript Product Description
LdBPK_020330.1	LdBPK_020330.1.1	casein kinase II, alpha chain, putative	N/A	67	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1146	None	No	N/A	casein kinase II, alpha chain, putative
LdBPK_020340.1	LdBPK_020340.1.1	proteasome regulatory non-ATPase subunit 6, putative	N/A	67	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1590	None	No	N/A	proteasome regulatory non-ATPase subunit 6, putative
LdBPK_020360.1	LdBPK_020360.1.1	ubiquitin-conjugating enzyme E2, putative	N/A	64	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	459	None	No	N/A	ubiquitin-conjugating enzyme E2, putative
LdBPK_020680.1	LdBPK_020680.1.1	ATP-dependent Clp protease subunit, heat shock protein 78 (HSP78), putative	N/A	194	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2454	None	No	N/A	ATP-dependent Clp protease subunit, heat shock protein 78 (HSP78), putative
LdBPK_030060.1	LdBPK_030060.1.1	hypothetical protein, conserved	N/A	72	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2502	None	No	N/A	hypothetical protein, conserved
LdBPK_030070.1	LdBPK_030070.1.1	glycerol-3-phosphate acyltransferase, putative	N/A	71	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1887	None	No	N/A	glycerol-3-phosphate acyltransferase, putative
LdBPK_030090.1	LdBPK_030090.1.1	cytochrome c oxidase assembly protein, putative	N/A	71	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	495	None	No	N/A	cytochrome c oxidase assembly protein, putative
LdBPK_030120.1	LdBPK_030120.1.1	acetyltransferase, putative	N/A	70	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	549	None	No	N/A	acetyltransferase, putative
LdBPK_030140.1	LdBPK_030140.1.1	hypothetical protein, conserved	N/A	75	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	933	None	No	N/A	hypothetical protein, conserved
LdBPK_030150.1	LdBPK_030150.1.1	ATP-binding cassette protein subfamily F, member 1, putative	N/A	76	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2175	None	No	N/A	ATP-binding cassette protein subfamily F, member 1, putative
LdBPK_030180.1	LdBPK_030180.1.1	U2 splicing auxiliary factor, putative	N/A	74	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	633	None	No	N/A	U2 splicing auxiliary factor, putative
LdBPK_030190.1	LdBPK_030190.1.1	delta-1-pyrroline-5-carboxylate dehydrogenase, putative	N/A	79	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1683	None	No	N/A	delta-1-pyrroline-5-carboxylate dehydrogenase, putative
LdBPK_030200.1	LdBPK_030200.1.1	protein kinase, putative	N/A	72	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1140	None	No	N/A	protein kinase, putative
LdBPK_030210.1	LdBPK_030210.1.1	hypothetical protein, conserved	N/A	72	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	942	None	No	N/A	hypothetical protein, conserved
LdBPK_030240.1	LdBPK_030240.1.1	ribosomal protein L38, putative	N/A	122	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	252	None	No	N/A	ribosomal protein L38, putative
LdBPK_030370.1	LdBPK_030370.1.1	hypothetical protein, conserved	N/A	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1080	None	No	N/A	hypothetical protein, conserved
LdBPK_030410.1	LdBPK_030410.1.1	60S acidic ribosomal protein P2, putative (fragment)	N/A	108	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	2	2	1	N/A	N/A	forward	protein coding gene	No	213	None	No	N/A	60S acidic ribosomal protein P2, putative (fragment)
LdBPK_030420.1	LdBPK_030420.1.1	60S acidic ribosomal protein P2, putative	N/A	108	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	336	None	No	N/A	60S acidic ribosomal protein P2, putative
LdBPK_030520.1	LdBPK_030520.1.1	26S protease regulatory subunit, putative	N/A	70	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1191	None	No	N/A	26S protease regulatory subunit, putative
LdBPK_030550.1	LdBPK_030550.1.1	quinone oxidoreductase, putative	N/A	63	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	999	None	No	N/A	quinone oxidoreductase, putative
LdBPK_030580.1	LdBPK_030580.1.1	arginine N-methyltransferase, putative	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1218	None	No	N/A	arginine N-methyltransferase, putative
LdBPK_030670.1	LdBPK_030670.1.1	DEAD/DEAH box helicase, putative	N/A	79	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	6630	None	No	N/A	DEAD/DEAH box helicase, putative
LdBPK_030880.1	LdBPK_030880.1.1	peter pan protein, putative	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1143	None	No	N/A	peter pan protein, putative
LdBPK_030940.1	LdBPK_030940.1.1	hypothetical protein, conserved	N/A	66	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	315	None	No	N/A	hypothetical protein, conserved
LdBPK_030960.1	LdBPK_030960.1.1	eukaryotic translation initiation factor 2 subunit alpha	EIF2A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1242	None	No	N/A	eukaryotic translation initiation factor 2 subunit alpha
LdBPK_040180.1	LdBPK_040180.1.1	surface antigen-like protein (fragment)	N/A	184	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1710	None	No	N/A	surface antigen-like protein (fragment)
LdBPK_040260.1	LdBPK_040260.1.1	Mitochondrial 39-S ribosomal protein L47 (MRP-L47), putative	N/A	66	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1443	None	No	N/A	Mitochondrial 39-S ribosomal protein L47 (MRP-L47), putative
LdBPK_040280.1	LdBPK_040280.1.1	Alcohol dehydrogenase GroES-like domain containing protein, putative	N/A	68	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1347	None	No	N/A	Alcohol dehydrogenase GroES-like domain containing protein, putative
LdBPK_040290.1	LdBPK_040290.1.1	hypothetical protein, conserved	N/A	65	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	810	None	No	N/A	hypothetical protein, conserved
LdBPK_040330.1	LdBPK_040330.1.1	ADP-ribosylation factor, putative	N/A	63	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	555	None	No	N/A	ADP-ribosylation factor, putative
LdBPK_040350.1	LdBPK_040350.1.1	hypothetical protein, conserved	N/A	62	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	573	None	No	N/A	hypothetical protein, conserved
LdBPK_040360.1	LdBPK_040360.1.1	phytanoyl-CoA dioxygenase (PhyH), putative	N/A	70	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1062	None	No	N/A	phytanoyl-CoA dioxygenase (PhyH), putative
LdBPK_040400.1	LdBPK_040400.1.1	Tetratricopeptide repeat, putative	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1086	None	No	N/A	Tetratricopeptide repeat, putative
LdBPK_040440.1	LdBPK_040440.1.1	adenylosuccinate lyase, putative	ADSL	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1440	None	No	N/A	adenylosuccinate lyase, putative
LdBPK_040470.1	LdBPK_040470.1.1	ADP-ribosylation factor, putative	N/A	72	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	573	None	No	N/A	ADP-ribosylation factor, putative
LdBPK_040550.1	LdBPK_040550.1.1	tyrosine phosphatase, putative	N/A	68	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	930	None	No	N/A	tyrosine phosphatase, putative
LdBPK_040570.1	LdBPK_040570.1.1	spermidine synthase, putative	N/A	81	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	903	None	No	N/A	spermidine synthase, putative
LdBPK_040600.1	LdBPK_040600.1.1	hypothetical protein, conserved	N/A	61	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	504	None	No	N/A	hypothetical protein, conserved
LdBPK_040630.1	LdBPK_040630.1.1	hypothetical protein, conserved	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	603	None	No	N/A	hypothetical protein, conserved
LdBPK_040680.1	LdBPK_040680.1.1	ubiquitin-conjugating enzyme E2, putative	N/A	64	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	447	None	No	N/A	ubiquitin-conjugating enzyme E2, putative
LdBPK_040750.1	LdBPK_040750.1.1	60S ribosomal protein L10, putative	N/A	132	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	642	None	No	N/A	60S ribosomal protein L10, putative
LdBPK_040760.1	LdBPK_040760.1.1	nascent polypeptide associated complex subunit- like protein, copy 2 (fragment)	N/A	100	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	552	None	No	N/A	nascent polypeptide associated complex subunit- like protein, copy 2 (fragment)
LdBPK_040770.1	LdBPK_040770.1.1	nascent polypeptide associated complex subunit- like protein, copy 1	N/A	100	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	519	None	No	N/A	nascent polypeptide associated complex subunit- like protein, copy 1
LdBPK_040810.1	LdBPK_040810.1.1	Pescadillo N-terminus/BRCA1 C Terminus (BRCT) domain containing protein, putative	N/A	71	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1317	None	No	N/A	Pescadillo N-terminus/BRCA1 C Terminus (BRCT) domain containing protein, putative
LdBPK_040930.1	LdBPK_040930.1.1	hypothetical protein, conserved	N/A	64	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	447	None	No	N/A	hypothetical protein, conserved
LdBPK_041160.1	LdBPK_041160.1.1	hypothetical protein, conserved	N/A	61	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	507	None	No	N/A	hypothetical protein, conserved
LdBPK_041170.1	LdBPK_041170.1.1	fructose-1,6-bisphosphatase, cytosolic, putative	N/A	68	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1056	None	No	N/A	fructose-1,6-bisphosphatase, cytosolic, putative
LdBPK_041190.1	LdBPK_041190.1.1	Double RNA binding domain protein 3	DRBD3	135	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	936	None	No	N/A	Double RNA binding domain protein 3
LdBPK_041230.1	LdBPK_041230.1.1	casein kinase I, putative	N/A	73	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1107	None	No	N/A	casein kinase I, putative
LdBPK_041250.1	LdBPK_041250.1.1	actin	N/A	123	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1131	None	No	N/A	actin
LdBPK_044260.1	LdBPK_044260.1.1	NADH:ubiquinone oxidoreductase, ESSS subunit, putative	N/A	98	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	339	None	No	N/A	NADH:ubiquinone oxidoreductase, ESSS subunit, putative
LdBPK_044280.1	LdBPK_044280.1.1	lipophosphoglycan biosynthetic protein (fragment)	N/A	94	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	123	None	No	N/A	lipophosphoglycan biosynthetic protein (fragment)
LdBPK_050020.1	LdBPK_050020.1.1	hypothetical protein, conserved	N/A	62	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	420	None	No	N/A	hypothetical protein, conserved
LdBPK_050030.1	LdBPK_050030.1.1	ras-like small GTPases, putative	N/A	68	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	588	None	No	N/A	ras-like small GTPases, putative
LdBPK_050060.1	LdBPK_050060.1.1	major vault protein, putative	N/A	152	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2502	None	No	N/A	major vault protein, putative
LdBPK_050070.1	LdBPK_050070.1.1	dynein light chain, putative	N/A	62	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	276	None	No	N/A	dynein light chain, putative
LdBPK_050100.1	LdBPK_050100.1.1	phosphoprotein phosphatase, putative	N/A	140	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1914	None	No	N/A	phosphoprotein phosphatase, putative
LdBPK_050150.1	LdBPK_050150.1.1	hypothetical protein, conserved	N/A	107	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1326	None	No	N/A	hypothetical protein, conserved
LdBPK_050250.1	LdBPK_050250.1.1	hypothetical protein, conserved	N/A	58	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	294	None	No	N/A	hypothetical protein, conserved
LdBPK_050450.1	LdBPK_050450.1.1	hypothetical protein, conserved	N/A	67	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	591	None	No	N/A	hypothetical protein, conserved
LdBPK_050510.1	LdBPK_050510.1.1	ATP synthase F1, alpha subunit, putative	ATPF1A	163	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1725	None	No	N/A	ATP synthase F1, alpha subunit, putative
LdBPK_050520.1	LdBPK_050520.1.1	nuclear receptor binding factor-like protein	N/A	71	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1023	None	No	N/A	nuclear receptor binding factor-like protein
LdBPK_050550.1	LdBPK_050550.1.1	protein kinase, putative	N/A	68	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	948	None	No	N/A	protein kinase, putative
LdBPK_050570.1	LdBPK_050570.1.1	hypothetical protein, conserved	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1233	None	No	N/A	hypothetical protein, conserved
