Gene ID	source_id	Product Description	Gene Name or Symbol	Ortholog count	Paralog count	Tet- Cont (CDS only)	BFd3 (CDS only)	BFd6 (CDS only)	PF (CDS only)	BFd3/Tet- (CDS only)	BFd6/Tet- (CDS only)	PF/Tet- (CDS only)	Tet- Cont (CDS+UTR)	BFd3 (CDS+UTR)	BFd6 (CDS+UTR)	PF (CDS+UTR)	BFd3/Tet- (CDS+UTR)	BFd6/Tet- (CDS+UTR)	PF/Tet- (CDS+UTR)	Organism	# Exons in Gene	# Exons in Transcript	# Transcripts	Annotated 3' UTR length	Annotated 5' UTR length	Gene Strand	Gene Type	Is Pseudo	Transcript Length	Apollo Product Description	Deprecated?	Previous ID(s)	Transcript Product Description
LdBPK_010850.1	LdBPK_010850.1.1	peptidyl dipeptidase, putative	N/A	161	2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	144	None	No	N/A	peptidyl dipeptidase, putative
LdBPK_020010.1	LdBPK_020010.1.1	aminopeptidase P1, putative	N/A	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	96	None	No	N/A	aminopeptidase P1, putative
LdBPK_020060.1	LdBPK_020060.1.1	hypothetical protein, conserved	N/A	57	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	945	None	No	N/A	hypothetical protein, conserved
LdBPK_020130.1	LdBPK_020130.1.1	Vps51/Vps67, putative	N/A	34	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	5910	None	No	N/A	Vps51/Vps67, putative
LdBPK_020160.1	LdBPK_020160.1.1	phosphoglycan beta 1,3 galactosyltransferase, putative (fragment)	N/A	141	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	2	2	1	N/A	N/A	reverse	protein coding gene	No	1107	None	No	N/A	phosphoglycan beta 1,3 galactosyltransferase, putative (fragment)
LdBPK_020200.1	LdBPK_020200.1.1	phosphoglycan beta 1,3 galactosyltransferase	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2982	None	No	N/A	phosphoglycan beta 1,3 galactosyltransferase
LdBPK_020280.1	LdBPK_020280.1.1	Soluble NSF attachment protein, SNAP, putative	N/A	65	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2073	None	No	N/A	Soluble NSF attachment protein, SNAP, putative
LdBPK_020300.1	LdBPK_020300.1.1	glycosyl transferase, putative	N/A	43	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	4620	None	No	N/A	glycosyl transferase, putative
LdBPK_020320.1	LdBPK_020320.1.1	hypothetical protein, conserved	N/A	34	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3186	None	No	N/A	hypothetical protein, conserved
LdBPK_020350.1	LdBPK_020350.1.1	FtsJ-like methyltransferase, putative	N/A	68	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1374	None	No	N/A	FtsJ-like methyltransferase, putative
LdBPK_020470.1	LdBPK_020470.1.1	glycerate kinase, putative	N/A	73	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2850	None	No	N/A	glycerate kinase, putative
LdBPK_020590.1	LdBPK_020590.1.1	hypothetical protein, conserved	N/A	65	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1704	None	No	N/A	hypothetical protein, conserved
LdBPK_020600.1	LdBPK_020600.1.1	gamma-glutamyl phosphate reductase-like protein	N/A	39	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1980	None	No	N/A	gamma-glutamyl phosphate reductase-like protein
LdBPK_020620.1	LdBPK_020620.1.1	hypothetical protein, conserved	N/A	67	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	948	None	No	N/A	hypothetical protein, conserved
LdBPK_020630.1	LdBPK_020630.1.1	Nop14-like family, putative	N/A	70	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2733	None	No	N/A	Nop14-like family, putative
LdBPK_020690.1	LdBPK_020690.1.1	hypothetical protein, unknown function	N/A	29	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	243	None	No	N/A	hypothetical protein, unknown function
LdBPK_030010.1	LdBPK_030010.1.1	hypothetical protein	N/A	28	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3030	None	No	N/A	hypothetical protein
LdBPK_030020.1	LdBPK_030020.1.1	hypothetical protein, conserved	N/A	62	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	807	None	No	N/A	hypothetical protein, conserved
LdBPK_030100.1	LdBPK_030100.1.1	hypothetical protein, conserved	N/A	72	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2676	None	No	N/A	hypothetical protein, conserved
LdBPK_030250.1	LdBPK_030250.1.1	hypothetical protein, conserved	N/A	32	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	909	None	No	N/A	hypothetical protein, conserved
LdBPK_030290.1	LdBPK_030290.1.1	hypothetical protein	N/A	29	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	6234	None	No	N/A	hypothetical protein
LdBPK_030320.1	LdBPK_030320.1.1	DDRGK domain containing protein, putative	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1029	None	No	N/A	DDRGK domain containing protein, putative
LdBPK_030340.1	LdBPK_030340.1.1	hypothetical protein	N/A	24	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	4956	None	No	N/A	hypothetical protein
LdBPK_030390.1	LdBPK_030390.1.1	MFS transporter, putative	N/A	73	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2043	None	No	N/A	MFS transporter, putative
LdBPK_030420.1	LdBPK_030420.1.1	60S acidic ribosomal protein P2, putative	N/A	108	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	336	None	No	N/A	60S acidic ribosomal protein P2, putative
LdBPK_030440.1	LdBPK_030440.1.1	hypothetical protein	N/A	32	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	3174	None	No	N/A	hypothetical protein
LdBPK_030460.1	LdBPK_030460.1.1	Ankyrin repeats (3 copies)/DHHC palmitoyltransferase, putative	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	3030	None	No	N/A	Ankyrin repeats (3 copies)/DHHC palmitoyltransferase, putative
LdBPK_030530.1	LdBPK_030530.1.1	hypothetical protein, conserved	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	4335	None	No	N/A	hypothetical protein, conserved
LdBPK_030570.1	LdBPK_030570.1.1	DNA repair helicase, putative	N/A	73	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	4038	None	No	N/A	DNA repair helicase, putative
LdBPK_030690.1	LdBPK_030690.1.1	Aminoacyl-tRNA editing domain containing protein, putative	N/A	50	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	690	None	No	N/A	Aminoacyl-tRNA editing domain containing protein, putative
LdBPK_030700.1	LdBPK_030700.1.1	hypothetical protein, conserved	N/A	66	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3321	None	No	N/A	hypothetical protein, conserved
LdBPK_030710.1	LdBPK_030710.1.1	hypothetical protein, conserved	N/A	64	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1215	None	No	N/A	hypothetical protein, conserved
LdBPK_030740.1	LdBPK_030740.1.1	hypothetical protein, conserved	N/A	64	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	954	None	No	N/A	hypothetical protein, conserved
LdBPK_030750.1	LdBPK_030750.1.1	Ubiquitin-like domain containing protein, putative	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1647	None	No	N/A	Ubiquitin-like domain containing protein, putative
LdBPK_030800.1	LdBPK_030800.1.1	hypothetical protein	N/A	34	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3282	None	No	N/A	hypothetical protein
LdBPK_030970.1	LdBPK_030970.1.1	choline/ethanolamine phosphotransferase, putative	N/A	111	1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	753	None	No	N/A	choline/ethanolamine phosphotransferase, putative
LdBPK_040010.1	LdBPK_040010.1.1	calcium-translocating P-type ATPase	N/A	76	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	3072	None	No	N/A	calcium-translocating P-type ATPase
LdBPK_040040.1	LdBPK_040040.1.1	hypothetical protein	N/A	37	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1320	None	No	N/A	hypothetical protein
LdBPK_040050.1	LdBPK_040050.1.1	hypothetical protein, conserved	N/A	61	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	504	None	No	N/A	hypothetical protein, conserved
LdBPK_040110.1	LdBPK_040110.1.1	hypothetical protein, conserved	N/A	61	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1734	None	No	N/A	hypothetical protein, conserved
LdBPK_040160.1	LdBPK_040160.1.1	hypothetical protein, conserved in leishmania	N/A	93	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1578	None	No	N/A	hypothetical protein, conserved in leishmania
LdBPK_040320.1	LdBPK_040320.1.1	mitochondrial exoribonuclease DSS-1, putative	N/A	67	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2565	None	No	N/A	mitochondrial exoribonuclease DSS-1, putative
LdBPK_040340.1	LdBPK_040340.1.1	hypothetical protein, conserved	N/A	35	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	6414	None	No	N/A	hypothetical protein, conserved
LdBPK_040370.1	LdBPK_040370.1.1	hypothetical protein	N/A	39	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	729	None	No	N/A	hypothetical protein
LdBPK_040450.1	LdBPK_040450.1.1	hypothetical protein, conserved	N/A	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	210	None	No	N/A	hypothetical protein, conserved
LdBPK_040500.1	LdBPK_040500.1.1	hypothetical protein	N/A	31	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	4743	None	No	N/A	hypothetical protein
LdBPK_040600.1	LdBPK_040600.1.1	hypothetical protein, conserved	N/A	61	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	504	None	No	N/A	hypothetical protein, conserved
LdBPK_040620.1	LdBPK_040620.1.1	hypothetical protein	N/A	29	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1017	None	No	N/A	hypothetical protein
LdBPK_040660.1	LdBPK_040660.1.1	hypothetical protein, conserved	N/A	0	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	153	None	No	N/A	hypothetical protein, conserved
LdBPK_040740.1	LdBPK_040740.1.1	hypothetical protein, conserved (fragment)	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	2	2	1	N/A	N/A	reverse	protein coding gene	No	2298	None	No	N/A	hypothetical protein, conserved (fragment)
LdBPK_040840.1	LdBPK_040840.1.1	tyrosine phospatase-like protein	N/A	66	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	2082	None	No	N/A	tyrosine phospatase-like protein
LdBPK_040880.1	LdBPK_040880.1.1	hypothetical protein	N/A	31	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	522	None	No	N/A	hypothetical protein
LdBPK_040890.1	LdBPK_040890.1.1	hypothetical protein, conserved	N/A	74	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3828	None	No	N/A	hypothetical protein, conserved
LdBPK_040920.1	LdBPK_040920.1.1	hypothetical protein	N/A	37	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1788	None	No	N/A	hypothetical protein
LdBPK_040930.1	LdBPK_040930.1.1	hypothetical protein, conserved	N/A	64	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	447	None	No	N/A	hypothetical protein, conserved
LdBPK_040990.1	LdBPK_040990.1.1	hypothetical protein, conserved	N/A	69	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	3726	None	No	N/A	hypothetical protein, conserved
LdBPK_041070.1	LdBPK_041070.1.1	hypothetical protein, conserved	N/A	64	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	390	None	No	N/A	hypothetical protein, conserved
LdBPK_041150.1	LdBPK_041150.1.1	hypothetical protein	N/A	36	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	903	None	No	N/A	hypothetical protein
LdBPK_041180.1	LdBPK_041180.1.1	hypothetical protein	N/A	2	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	396	None	No	N/A	hypothetical protein
LdBPK_041220.1	LdBPK_041220.1.1	hypothetical protein, conserved	N/A	76	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	564	None	No	N/A	hypothetical protein, conserved
LdBPK_044281.1	LdBPK_044281.1.1	lipophosphoglycan biosynthetic protein	N/A	3	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	297	None	No	N/A	lipophosphoglycan biosynthetic protein
LdBPK_044290.1	LdBPK_044290.1.1	hypothetical protein, conserved	N/A	66	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	1026	None	No	N/A	hypothetical protein, conserved
LdBPK_044300.1	LdBPK_044300.1.1	AAA domain containing protein, putative	N/A	66	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	reverse	protein coding gene	No	774	None	No	N/A	AAA domain containing protein, putative
LdBPK_050150.1	LdBPK_050150.1.1	hypothetical protein, conserved	N/A	107	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1326	None	No	N/A	hypothetical protein, conserved
LdBPK_050160.1	LdBPK_050160.1.1	hypothetical protein, unknown function	N/A	33	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	1542	None	No	N/A	hypothetical protein, unknown function
LdBPK_050170.1	LdBPK_050170.1.1	basal body component, putative	N/A	35	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2280	None	No	N/A	basal body component, putative
LdBPK_050220.1	LdBPK_050220.1.1	dual specificity phosphatase-like protein	N/A	35	0	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Leishmania donovani BPK282A1	1	1	1	N/A	N/A	forward	protein coding gene	No	2007	None	No	N/A	dual specificity phosphatase-like protein
